Name,Candidate,Query,Label
Noe Valley Garden Ste Private Entry,"Peg and Jeff’s place was wonderful. Check in was easy and Jeff was very welcoming, telling us what was around the local area - he even brought us some milk! The apartment itself is lovely, clean and cosy - I don’t think the photos do it justice. It was fully equipped - Peg and Jeff have thought of everything, including snacks. The area was great - quiet and relaxing but with some nice restaurants nearby and close to public transportation, and the Castro and Mission districts. Overall a brilliant stay.",San Francisco,0
Noe Valley Garden Ste Private Entry,"Wonderful hosts and very comfortable guest suite in Noe Valley. It was sparkling clean and stocked with everything you’d need from keurig coffee and granola bars to maps and information about the city. Jeff and Peg were always quick to respond to messages and were very accommodating the entire stay. I appreciate their recommendations for the area and their help carrying my luggage up the hill and back from where I parked. Love that there is street parking! I ate at an awesome neighborhood restaurant Ardiana, great prosciutto di parma pizza and a yummy glass of C&C Pinot Noir :) All in all, great location, nice people, super clean and comfortable, safe, and a fair price (hard to find in SF!). I would recommend their place and I hope to stay again sometime. ",San Francisco,0
Noe Valley Garden Ste Private Entry,"Peg and Jeff’s place was absolutely beautiful. Such a great location and is really central to everything. Home was so clean, they even accommodated an early check in for us and was kind enough to message us in advance. Their home had such beautiful, thoughtful touches that we really enjoyed! It was clean, the view was absolutely beautiful and it was so comfy. I would definitely come back and stay here again!! Jeff even allowed a 45 mins late check out because we had a last minute meeting that we needed to finish before leaving. 
Thanks so much for allowing us to stay in your beautiful home!!",San Francisco,0
Noe Valley Garden Ste Private Entry,"Peg and Jeff's place was charming and exactly as pictured! Their lower level suite was spacious, clean, and filled with natural light. The bed and was super comfy with quality quality sheets and a cozy duvet. We appreciated the amenities - hair dryer,  iron, mini fridge, snacks, coffee maker, etc. The fluffy towels and heated towel rack were a bonus! Peg and Jeff were very responsive and communicated with us on the day of our arrival and to make sure we were comfortable during our stay. They provided a folder with tourist information, a listing of local restaurants, and instructions on how to get round town. The location was fabulous! We highly recommend staying at Peg and Jeff's place. ",San Francisco,0
Noe Valley Garden Ste Private Entry,"Had a wonderfull stay. Noe Valley is the best area when you dont want the hustle and bustle from Fishermens Warff. 

The appartment is really spacious and you even have a beautifull and nice smelling garden.

Pegg made us homemade chocolade chip cookies and left it at the appartment when we went out.

They have good tips for the area too. Nice and comfy bed!

Because our trip changed due to Yosemite fire we ended up staying Napa for an extra day. So we shortened our stay in San Fran. Which was no problem. The communication was really quick which was nice!g",San Francisco,0
Noe Valley Garden Ste Private Entry,"I live in SF and got this place for my parents when they were visiting. They absolutely loved it. It’s very open and airy with lots of light. We spent time on the porch drinking coffee and enjoying the sun. There were lots of nice touches like the jelly bean dispenser, plenty of k-cups and small snacks. The fireplace and ample tv options were also great. This was a quick Uber to the mission where we went out for food and drinks. It’s also located in a quiet neighborhood so it was a nice retreat for them to come back and get a good nights sleep without the noise of the city.",San Francisco,0
Noe Valley Garden Ste Private Entry,"I had a great stay at Peg and Jeff’s place! Started with clear communication, flexible check-in, and a warm welcome. Peg provided a lot of great suggestions on surrounding restaurants and pointed out close by places like Billy Goat Hill (which is just up the street and has great views). It’s a very convenient location- walkable, close to muni stops, and easy to get a lyft. The place itself is also very spacious with a great back patio and beautiful high ceilings and skylights! Would definitely stay again!",San Francisco,0
Noe Valley Garden Ste Private Entry,"I had a very quick stay at Peg and Jeff's place, but none the less, it was a fantastic one! They're space is absolutely beautiful, and so thoughtful. Incredible design, and extremely comfortable. The space is actually much bigger than I had originally thought before I arrived in person, which is usually the opposite of what I expect! The area is very safe, with lots of parking, and many things within walking distance. Peg and Jeff were quick to respond and communication was clear and precise. I loved this place and definitely recommend staying here! Again, such a lovely space. The electric fireplace was so cute and made it very cozy :) Thank you Peg and Jeff!!!",San Francisco,0
Noe Valley Garden Ste Private Entry,"What a gem of a place! And free street parking! Our hosts graciously let us check in early and stow our luggage due to a red eye flight. So kind. Noe Valley is a lovely starting point to SF exploration. We spent an entire day walking around the Mission and Castro districts—both within easy walking distance. If you get nice weather, don’t forget to check out Dolores Park for some insane people watching...also a close walk or bus ride. The space itself is warm and inviting with an excellent back porch. There’s great coffee and snacks provided as well. We loved our stay!",San Francisco,0
Perfectly located Castro,"Brenda was great to communicate quickly and timely. The guest room is set up with helpful guides about walking San Francisco or visiting the Golden Gate Bridge. I left her house each day and walked to all my destinations (although ambitious, it can totally be done from this location). She also had a helpful ""where to eat"" handout on the desk when I got there. She was friendly and went the extra mile to make sure all the technicalities were in place, and I found the small bed to be comfortable because I slept like a rock! Would totally recommend.",San Francisco,0
Perfectly located Castro,"Brendas Location is a nice, clean and cosy little room in a lively area of san francisco. I was cordially received and hosted from her during the whole stay. The area around the location has many restaurants and is safe. Public transport to downtown (MUNI) and airport (BART) is reachable with a short walk. The historic Streetcar (Line F) to Fishermans Wharf is also in walking distance from brendas location. All in all I had a perfect stay in Brendas AirBnB room, I can recommend her location highly.",San Francisco,0
Perfectly located Castro,"Brenda’s place is the perfect location for a single person. The value is unbeatable, especially compared to other places (Airbnbs/hotels alike) in San Francisco. It’s a nice older home, located in a good area, within walking distance to plenty of awesome places. Brenda had good suggestions and was very helpful with any questions I had. I was able to experience a nice mix of exploring and downtime during my stay. (Also, as a light sleeper I actually slept just fine with the white noise machine on — that was much appreciated). Overall I enjoyed my stay and I’d definitely stay there again if I find myself out in SF as a single lady again in the near future. :)",San Francisco,0
Perfectly located Castro,"My first trip to San Francisco would not have been the same if I had stayed anywhere but Brenda’s. “Perfectly located” is not an understatement- her house is in the middle of the Castro and walking distance to fantastic nightlife and food. Brenda is more than accommodating. She makes you feel welcome, offers tips and advice for exploring the city and will go out of her way to make sure you feel at home (like giving me an umbrella for when the weather worsened). The room I stayed in was perfect for the solo traveler. Sheets were clean, towels provided and the WiFi worked great. I plan on reaching out to Brenda next time I’m in the city, and you should too! I could not have asked for a better experience.",San Francisco,0
"Private, Remodeled Home Close to Golden Gate Park","We stayed at Tyler’s place for only one night before heading out of town. Check in was easy with a code to the gate and easy access to the unit. Space is light, modern, and good sized. Obviously newly remodeled and has a large TV which was welcoming to us after spending multiple days in the Redwoods with no electronics! We are out while here, but the kitchen was fully furnished and would be easily used for cooking. Location is seriously second to none. Convenient access to multiple restaurants and coffee shops. Parking was as easy as it comes in San Fran. One block from the Muni which you’re going to want to use as parking everywhere else is rough. Just a few blocks from the beach and Golden Gate Park. Would highly recommend this spot!",San Francisco,0
"Private, Remodeled Home Close to Golden Gate Park","This was our first time travelling to San Francisco, and we were very impressed with Tyler’s place. The location is perfect - close to transit to get to “touristy” destinations, but there is lots to see and do in the local neighbourhood as well. The beach, Golden Gate Park and lots of great restaurants (Hook Fish Co., Thai Cottage to name a few) are all within walking distance. Tyler’s place was spotless upon arrival and had everything we needed to enjoy eating in and cooking when we wanted to. We would definitely recommend Tyler’s place to friends and family and look forward to returning soon!",San Francisco,0
"Private, Remodeled Home Close to Golden Gate Park","Lovely and recently renovated home in the Outer Sunset -- just a few blocks away from the beach + one of the best ""hot"" restaurants in SF (Outerlands).

Tyler is easy to communicate with and his place is exceptionally clean, well-decorated and has a new, very comfortable mattress. Bathroom is great as well -- modern, high end, clean and plenty of hot water. 

One thing to note is that this is an in-law unit (garden-level unit of a two story home) and has entry through the garage and occasionally some noise can be heard upstairs (which Tyler mentions in his description).",San Francisco,0
"Private, Remodeled Home Close to Golden Gate Park","This was our first time using an Airbnb. Tyler's home was great! It was exactly how it was described. His home was very comfortable, easy to check-in, a great location, and parking was a breeze. All the amenities of our own home. Although we didn't cook at all just having that option available was comforting. When we were looking for an Airbnb the reason we liked Tylers place was because of the kitchen. I would highly recommend his place. We had a great time in San Francisco celebrating our 35th Wedding Anniversary. It is a beautiful city with spectacular views. We look forward to visiting again in the future.",San Francisco,0
"Private, Remodeled Home Close to Golden Gate Park","This place is delightful. It’s very stylish and a perfect size for two. It was extremely clean and an excellent place to arrive at after three nights camping in Yosemite. We weren’t even there for 24 hours and were disappointed we couldn’t stay longer. Great for an extended stay since it has a full kitchen, but the neighborhood has lots of offering as well. It’s a great location close to the beach and the gorgeous park. Also didn’t take long to reach the airport! Definite recommend and would certainly return.",San Francisco,0
"Private, Remodeled Home Close to Golden Gate Park","We stayed at Tyler's place for five days in May. The place was extremely neat, with fresh towels and linen provided, along with all the bathroom essentials. There were three of us, so we used the bed as well as the air mattress, which was very comfortable. Tyler's place is super close to the N line of the Muni, so it is very easy to get to downtown using public transport, and explore the city. There are also a few restaurants and cafes close by and the beach is just a few blocks down, along with the Golden Gate Park. Tyler was extremely responsive to my questions and requests, and it was very easy to communicate. We had a wonderful experience at Tyler's place and I would recommend it to other travellers to SF. ",San Francisco,0
"Private, Remodeled Home Close to Golden Gate Park","We stayed at Tyler’s place while visiting our son who lives in ocean beach area. It was our first experience staying at an Airbnb and it did not disappoint. We had no hassle and it was like home away from home. Tyler has the place kitted out wit everything u cud possible need. A little cold in the mornings, but there is a heater there and lots of throws and blankets. The kitchen is well stocked wit tea, coffee, sugar, oil, sauces. The bathroom the same wit lots of toiletries. He has a file wit all local information about Where to eat and what to do. U are located about half an hour from the city and transportation right beside u. We enjoyed our stay wit Tyler and would recommend to anyone. ",San Francisco,0
"Private, Remodeled Home Close to Golden Gate Park","We had a great time at Tylers place. It was very neat, clean and modern. We loved everything; from the comfy bed to the amazing shower and the big TV to watch movies late at night coming back from the city! Tyler is the best host we ever had, he helped us so good! He responded always directly and was very flexible too. Location is also perfect. Close to coffee bars, the beach and golden gate park. We always took an Uber to the centre (like union square or fishermans warf) because parking is really expensive in SF and the “pool” Uber ride is about 7$. 

Dont hesitate to book!!! Would absolutely recommend Tylers place.",San Francisco,0
"Private, Remodeled Home Close to Golden Gate Park","Tyler’s home is the perfect spot to kick back and relax after exploring every corner of the city. Sunset (the location the home is located in San Francisco) is a low-key and safe area where you can get away from the hustle and bustle of the large crowds. Being next to the muni transit system and ocean beach was amazing. If you’re visiting San Francisco for the first time I absolutely recommend staying at Tyler’s home, just make sure you check out Outerlands (across the street) for the best brunch in the city!",San Francisco,0
"Private, Remodeled Home Close to Golden Gate Park","Tyler’s place is great and even if you travel with kids, 4 people can fit easily. 
Tyler replies fast to any question and finds a solution to any issue that might arise. 
The description of the apartment is very accurate and in the folder he has prepared, you can find any information you need about the apartment but also the neighborhood and useful tips for San Francisco.
This place is like a home, with all necessary amenities, bed linen, towels, a fully equipped kitchen, a washer and a dryer. 
There is a 7/11 and another store within 5 minutes walking distance so if you need anything, no need to take the car. The apartment is also accessible by public transport. 
Parking for the night is also relatively easy to find in the adjacent streets.
We are happy to recommend Tyler’s apartment.
",San Francisco,0
"Private, Remodeled Home Close to Golden Gate Park","My wife and I spent 4 days at Tyler’s Airbnb and enjoyed every minute of it. We’d planned this trip for 13 years and finally got a chance to get away by ourselves without the kids and explore San Francisco. Tyler’s Airbnb is conveniently located in the west side of the city and is just a couple blocks from the beach where we got to see some amazing sunsets. There’s tons of places to eat and grab coffee, just a few blocks from the house. We had so much fun and can’t wait to come back some day. Thanks, Tyler!",San Francisco,0
"Private, Remodeled Home Close to Golden Gate Park","My boyfriend and I spent a week in San Francisco to celebrate our anniversary and see his friends, so we wanted a place close to the city but also close to the beach. This place is amazing!! Tyler’s home is not only gorgeous, but super cute and comfortable. It had adorable little touches, and we especially appreciated Tyler’s home manual with food recommendations. We loved that we were able to make breakfast before going out each day, and loved how close it was to the beach. Tyler is a wonderful host! Needless to say when we come back to SF, we will stay here again! :)",San Francisco,0
"Private, Remodeled Home Close to Golden Gate Park","We really enjoyed our stay. It was just the right size for our time in the Sunset Beach area, it had a lot of quaint local places to eat at, and it was super easy to use the Muni Transportation to get to all the San Francisco places we wanted to visit. The only suggestion we have would be for the upstairs neighbors to be a little quieter in the mornings. We were woken up to running at 6:00 am both mornings. We were awake, but if you are one that likes to sleep, be aware. The space is lovely, the neighborhood was fantastic and the location to Golden Gate Park and beach was wonderful. I would stay here again!",San Francisco,0
"Private, Remodeled Home Close to Golden Gate Park","You can’t go wrong with Tyler’s downstairs apartment! It is the best Air bnb we have had in SF. The amenities are more than you could need or want, and the place is stylish, very functional, and super clean. We prefer this location to many other neighborhoods - Noe Valley, North Beach, Richmond, Marina, even Pacific Heights. It is great for biking and walking - not so hilly - very convenient transportation (N Judah line).  Just find a parking space and forget the car - home of Uber and Lyft, so easy! Proximity to the beach and Golden Gate Park are huge pluses! And the outer sunset has a cool bohemian thing going on. Tyler’s recommendations for places are great, definitely check some out.",San Francisco,0
"Private, Remodeled Home Close to Golden Gate Park","This was my first stay in an Airbnb and I was very satisfied. Tyler provided some toiletry essentials (shampoo, conditioner, hair dryer, q-tips), and there were plenty of condiments and cooking essentials (salt, pepper, other seasonings) which was unexpected. There were extra blankets, which was fantastic. The place was comfy and well styled with awesome books on San Francisco. The temperature of the place was my only complaint as there is no Central heat or air, however he provided a radiator to heat and a fan to cool. Tyler was easy to communicate with and gave good recommendations for places to eat. I would definitely stay here again.",San Francisco,0
"Private, Remodeled Home Close to Golden Gate Park",Tyler was so incredibly helpful and quick to respond. His place was the perfect spot for me and my husband. It’s exactly as pictured which was a huge plus! It was so clean and noticeably recently updated. Shampoo/conditioner/soap in the bathroom. Heater in the closest which we used because we didn’t know it’d be that cold in June! Smart TV that you can log in to your Netflix/Hulu/etc accounts. I can’t rave enough! There’s an awesome walkable vegan restaurant for breakfast/ lunch and coffee shops from his place as well as an N train stop just a block away. Tyler sent us a list of recommendations when we asked which were super helpful. We’d definitely stay here again if we come back to San Francisco! Thanks so much Tyler !,San Francisco,0
"Stylish, cozy, private studio in Bernal Heights","This was a nice little place for a one night stay in the city. The space itself was really small (especially the bathroom) but it was nice for just one night and you better be comfortable with the person you’re staying with since it is very close quarters. Not sure if it is the hosts who live upstairs but be prepared for some noise, we heard a lot of stomping around upstairs well past midnight and up again early in the a.m. That didn’t bother us toooo much and we really appreciated the glass water bottles, option of having coffee in the morning, FULL LENGTH MIRROR is always a huge plus in my book, and a record player with actually good record options! The place is right next to a beautiful park that we walked to in the afternoon it was just really nice. Thanks for a lovely stay Angela!",San Francisco,0
"Stylish, cozy, private studio in Bernal Heights","Angela is one of a kind, such a great person and amazing host. She’s so flexible and hospitable, she really wants your trip to be fantastic. I had a photoshoot in town and flew in for one day was stressed and tired, but she made my stay so easy and really worked with me and my bags. Also her dog is such a sweet boy and her cat is so freaking cute! 

The space is absolutely gorgeous, impeccably designed, feels like home. All the little things really made me feel so comfortable (water jug filled and chilled, emergency kit just in case you forgot something, all the makings for a quick coffee and breakfast). The book of local recommendations were such a nice added bonus along with the booklet of their favorite SF public spaces. Just overall a well thoughtout and quaint Airbnb experience.",San Francisco,0
"Stylish, cozy, private studio in Bernal Heights","Had a wonderful stay at Angela’s. I was traveling for work, and this conveniently located unit had everything I needed - comfy bed, fast WiFi, a solid workspace and great bath amenities - all in a cozy unit. Great restaurants and shops are a short walk away, great views as you walk outside and the decor was also - comparable to any nice hotel. The added amenities, like the coffee and tea and the record player and collection of records were wonderful additions too! If you’re traveling solo or as a couple, this a great place to stay.",San Francisco,0
"Stylish, cozy, private studio in Bernal Heights","Angela’s place was exactly as-described, and exactly what my girlfriend and I were looking for in an AirBnB for a first-time trip to San Francisco.  It was just far enough away from the crazy city bustle to be able to relax when we wanted, but yet a 5-minute walk to shops and some seriously awesome food right in Bernal (GO TO TAQUERIA CANCUN), as well as a quick (~15 min) Uber/Lyft ride away from everything we wanted to do in the city (we could go out and do things in the city and come back to change/relax/drop things off multiple times per day without wasting much time).  The place itself was very clean, and had some really nice amenities, such as a great shower, good size fridge, comfortable bed, and ever-important coffee.  All-in-all a very cool spot that’d be perfect for either personal or business travel.  Angela was also immediate with her responses, and helpful with her tips.  Highly recommended host and location!",San Francisco,0
"Stylish, cozy, private studio in Bernal Heights","Angela's place somehow embodied stylish & at home all in one. Everything is white, which I loved because that makes it easy to tell how clean it is (no worries- her place was immaculately clean). It was a 20 min drive to all the ""touristy"" things we wanted to do & a 5 min walk to the nearest bus stop. We loved the little book of suggestions that she had, also. Her TV was connected to netflix so it was nice to relax before bed while watching our favorite shows. She also has plates, cups, coffee, and oatmeal available. Although we didn't use any of it, we thought it was a nice touch. You really can't beat this place! Hotels in town are so much more expensive and don't offer all the amenities that she had. Truly a great experience! If we are in town again, we hope to find our way back there! ",San Francisco,0
"Stylish, cozy, private studio in Bernal Heights","Angela’s place was stylish, modern, clean, and provides just what I needed for my stay. The self check in process is so easy and the location of the apartment is convenient,safe and easily accessible(no need to go through gates or fences or side alleys,etc. to enter). The modern, stylish touches made me feel like I wasn’t in a a posh hotel! Angela also provided toiletries, an emergency kit in case you forgot anything and a nice guide book for things to do, and places to eat. I would recommend Angela’s place to anyone staying in that area!",San Francisco,0
"Stylish, cozy, private studio in Bernal Heights","Angela’s apartment is a perfect base to explore San Francisco from, particularly the Mission district. There’s loads and loads of great restaurants, cafes and coffee shops within walking distance from the flat, you could spend several days just exploring the local area. The apartment itself is actually slightly bigger than it looks in the pictures and is decorated beautifully. Angela was also very attentive and helpful when we had questions. This is a great place to stay if you’re visiting the city.",San Francisco,0
"Stylish, cozy, private studio in Bernal Heights","This studio is in a great location in Bernal Heights, very walkable to bars, restaurants, coffee shops, public transit, and parks. The studio is fairly small but the space is utilized quite efficiently so you have just about everything you could need. My wife and I stayed for three nights with our four month old daughter and had a great time. One note is that while the toilet has a door, I wouldn't describe it as a terribly private space. My wife and I are not bothered by a lack of toilet privacy but in case you are staying with another person, just take it into consideration! Overall, it was a wonderfully affordable option and I would stay there again and recommend it to others.",San Francisco,0
"Stylish, cozy, private studio in Bernal Heights","Angela’s place is perfect for a solo traveler or a couple. It had amazing touches (record player!) and was overall great. The only thing is there are no windows so it can get quite dark. I love fresh air so in order to air out the studio I had to leave the door open a little. Regardless, I would stay there again without a doubt. 

I left my phone charger and Angela was super helpful and let me borrow one while I bought a new one for myself. The neighborhood is amazing, just steps from the Mission but far enough to not be loud or have dirty streets.",San Francisco,0
"Stylish, cozy, private studio in Bernal Heights","This studio is small but packs a lot of punches! Every corner has something tucked away to make maximum use of the space. Very stylish set up.
The location was a true Airbnb in that you are in a neighbourhood, but still close to restaurants and BART (Mission). 
We especially enjoyed the tea/coffee/breakfast nook with its kettle!
Note that there isn't a ""bathroom"" as such as it has a separate shower and toilet only (with one sink in the nook). We had no problems with this.
If you do not have a car, San Francisco is hilly and the neighbourhood here is no exception.",San Francisco,0
"Stylish, cozy, private studio in Bernal Heights","Angela's little studio was just what I needed for 2 days in SF. The room had all the amenities you would need for a comfortable stay. Check in was simple and you can do so any time since it's a self-check-in process. It was a short walk up to Bernal Heights Park to get a pretty cool view of the city, though quite a distance from the city center - but nothing an Uber or Lyft can't help with! Angela was kind enough to let me keep my luggages at her place after check out since my flight wasn't till the evening, and it was great to have a place to change to more comfortable clothes for my long flight ahead. Would definitely stay again!",San Francisco,0
"Stylish, cozy, private studio in Bernal Heights","My sister and I had a wonderful stay in Angela's place! It is the perfect place for anyone looking to stay a few nights in San Francisco. We were both surprised with all the amenities in the place like a record player, helpful tips/attractions in San Francisco, even a coloring book, among so much else! Also street parking was always available in front of the home throughout our stay and the location of the home is super convenient and close to everything. Would definitely stay again, thank you so much Angela!",San Francisco,0
"Stylish, cozy, private studio in Bernal Heights","Angela's place was beautiful and sparkling clean. We were able to check in early so we could hit the ground running as soon as we got into SF. She provided many tips in an information packet about what to do, where to eat/ drink, and what locals would do. She even messaged me to make sure our check in went well, and gave us options for things to do that were happening that day. Angela's place has so many sweet touches, like light breakfast options, coffee, and bottled water. For our honeymoon, she even left us a bottle of prosecco in the fridge! Her place was centrally located and we were able to walk to many places in the area, or grab a quick Uber ride.
I would highly recommend Angela's place to anyone looking to stay in SF!",San Francisco,0
Upscale Golden Gate Park Master Studio with Private Entrance,"My husband and I stayed here for two nights before I dropped him at SFO  The space is clean and roomy (for a studio), with high ceilings, a walk in closet, large bathroom, and comfortable seating area. The weather was great when we visited, so we loved the balcony. There is a good, reasonably-priced small market with variety two blocks away, as well as several nice coffee shops and restaurants in easy walking distance. We stayed during the week and had to manage street parking, but we always managed to find a spit within two blocks. We found the pace very comfortable for a couple and would stay again if it is available the next time we are in SF.",San Francisco,0
Upscale Golden Gate Park Master Studio with Private Entrance,"If you're looking for a great place to stay, look no further! This suites location gives you a feel of what living in the city is like.  You have everything in a short walk from the door, albeit the hills make for a good workout.  Kelly is very easy to get ahold of if you need her,  and has great recommendations of things to do or food to eat around town.  This suite has the home away from home feel, with some added luxury.  When my wife and I were researching honeymoon locations, no hotel matched up to what we were looking for.  This place exceeded our expectations and then some. We will be staying with Kelly again should we come back to San Francisco.",San Francisco,0
Upscale Golden Gate Park Master Studio with Private Entrance,"Had an incredible stay at Kelly's place. The suite is massive, modern, well-outfitted and an excellent value. We were particularly impressed by the luxurious bathroom (probably the nicest of any AirBnb I've stayed in!), the private deck and the gorgeous views of Mount Sutro. Despite the tucked away location in the relatively sleepy Inner Sunset, it's just two blocks from the Muni, which will take you to downtown, the Embarcadero, etc. While the suite lacks a kitchen, it does have everything you'll need to make coffee, tea or to heat up leftovers, etc. The building was easy to find and check-in and check-out were fast and painless. I definitely hope to stay here again the next time I'm in SF!",San Francisco,0
Upscale Golden Gate Park Master Studio with Private Entrance,Absolutely perfect place to stay in SF! I used to live in SF and was traveling back for a friends wedding! Kelly's place was perfect to stay for me and my husband! Super clean and very well located! You have your own privacy and street parking wasn't terrible either!  It is on the 3rd floor so if you have heavy luggage just be ready to carry it up a flight of steps (totally do-able)!  The closet was huge and the balcony puts a nice touch on the suite! Will definitely be re-booking here next time I'm back in Sf! =],San Francisco,0
Upscale Golden Gate Park Master Studio with Private Entrance,"Kelly’s suite is probably the best place to stay in San Francisco. We found her suite after discard a lot of options and I felt in love with the photos available in airbnb. When arrival the suite exceeded my expectations! The suite is amaizing and I have no words to describe the bathroom! I had not the opportunity to meet Kelly, however my partner did it. She was very nice and helpful. Ah! One last important thing, we did not see any homeless in the neighbour during our stay! I fully recommend it!",San Francisco,0
Upscale Golden Gate Park Master Studio with Private Entrance,"Kelly's place is probably the nicest Airbnb in San Francisco for 2 people. As soon as you walk in, you'll see how spacious the room is and how tall the ceilings are. Everything is spotless and stylish. You can tell that this property has been renovated with many beautiful and modern touches. The bed is very comfortable and just right on the firmness. In addition, we found 2 wrapped chocolate pieces on our pillows! How sweet...! The porch is a lovely spot to gaze at the side of the hill. Also, the bathroom is probably the nicest part of the place. When you see the shower, it is impeccable and very cool to use. The lighting in the entire place is really nice and romantic. Kelly is very responsive and easy to communicate with. Overall, if you can book this place it is WORTH it!",San Francisco,0
Upscale Golden Gate Park Master Studio with Private Entrance,"We loved this place! It’s pretty big and has a lovely little terrace outside. It has everything you need from lotion to shampoo, coffee, chocolates on the pillows and Netflix. We felt very much at home. Kelly was really easy to chat to and let us check in early and leave our bags late so we didn’t have to carry our bags around. Check in was super simple. We loved the bathroom - the shower is so beautiful. Bed is massive and so comfy too! Set in a great little area - easy to get down to the bay and some really great local food place (we particularly enjoyed Kelly’s sushi tip!) very quiet area. Our favourite Air B and B to date!",San Francisco,0
Upscale Golden Gate Park Master Studio with Private Entrance,"This is a perfect spot for a couple! There’s an adorable patio, wine glasses and a wine opener hehe, as well as a bunch of neat shops and restaurants just a few blocks away. I found it perfect because it wasn’t loud with the noises of the city at night, making it easy to sleep. Yet, they were all still close enough to walk to and enjoy. It’s also a nice neighborhood so I definitely felt safe. Kelly also left us with recommendations which was probably my favorite part because the ones we checked out were awesome!",San Francisco,0
Upscale Golden Gate Park Master Studio with Private Entrance,"Kelly's master suite is a FANTASTIC place to stay in the city.  Close to UCSF, public transportation and a wide variety of restaurants and shops between 7th and 9th Avenue in the Inner Sunset district. 

Check in/out was a breeze and Kelly is highly responsive.  The interior decor is very stylish with high-end fixtures,  large walk-in closet, huge walk-in shower, and separate soaking tub. The unit itself is squeaky clean and there are ample electrical plugs/USB ports, 'creature comforts' (Roku/Netflix satellite service, Keurig coffee maker, flat iron, chocolates on pillows, etc) and the king-sized be is ultra comfy.  I HIGHLY recommend this unit and will definitely be back!",San Francisco,0
Upscale Golden Gate Park Master Studio with Private Entrance,"This was my first time visiting San Francisco and I have zero regrets staying here other than wishing I booked for a longer visit. I can already say I miss Kelly’s place. It’s extremely modern, the bathroom is flawless, and the bed/pillows are wonderful. There are plenty of take-out places in the area in case you spend your day out and about and decide to share a meal in for an evening or breakfast - again perfect (plus there is a balcony  to enjoy tea and coffee outside). It is roughly a 10-15 minute or less Uber ride to anywhere in the city. Really can’t write enough good things about my visit and stay. Looking forward to next time!",San Francisco,0
Upscale Golden Gate Park Master Studio with Private Entrance,"The place is excellent. We didn't have any problems to get to it. There is an keyless entry to the apartment.  It is on the third floor. There is a beautiful terrace, private and confortable. We had all we needed for our weekend. There is a store one block from the apartment where you can buy the basics for your stay. It is near by to the public transportation. 2 blocks away. There are many places around where you can have pretty decent meals and a pub where you can have a drink at night. 
You can go to the Golden State Park walking. Beautiful place to hang around and spend the day.
The place was clean and neat. A really calm and quiet neighborhood 
There is no stove, but you don't really need it.
Everything is as described on the webpage. All the instructions are there and well explained.",San Francisco,0
Upscale Private Ensuite Bed & Bath,"Loved staying here! It was quiet and so close to so many fabulous shops, cafes and restaurants. I was only here 1 night but would definitely return if it was available again. Actually tried to come back on my return to SF but sadly it was already booked. Slept very well in the comfortable bed with divine sheets. Remember if you require a kettle to ask Jeff and he will happily provide one. Two recommendations - for great coffee and breakfast around the cnr visit Jane Cafe which opens early and Delfina Pizzeria for a casual dinner just next door.",San Francisco,0
Upscale Private Ensuite Bed & Bath,"Absolutely perfect. Location was amazing with lots of great restaurants in the area. The space was clean and spacious and the bed was very comfortable. Jeff is the best AirBnB host we’ve ever had. He and Mike sent us a very detailed message before our arrival with great suggestions of things to do, and also spent several minutes upon our arrival ensuring we knew the area, and answering any questions. They also allowed us to drop off our luggage before check-in. Can’t say enough about this rental and the hosts!!",San Francisco,0
Upscale Private Ensuite Bed & Bath,"Jeff and Mike are extremely friendly and helpful hosts. They dragged our bags up the stairs for us after a long day of travel, loaned us a backpack for one of our day trips, and gave us suggestions for meals and transportation.  Easy to communicate with them by text. The suite is large and spacious, with high ceilings and a great overhead fan. Funky artwork throughout, which we appreciated. Bed was very comfy, water pressure was excellent in the shower.  We really enjoyed the neighborhood—nothing sketchy, and plenty of good places to eat. Could Uber anywhere in the city for less than $10 if willing to share a ride (but not during rush hour).  Highly recommend, as long as you are able to negotiate a long flight of stairs.",San Francisco,0
Upscale Private Ensuite Bed & Bath,"Room was really clean and they helped us carried our luggage up the stairs! Really appreciate it after a 16 hours flight and stuck 2 hours in the customs. 

Food around the neighbourhood was fantastic! There’s many cafes to chill out too. You could easily get anything you wanted. We fell in love with this big supermarket across the apartment. 

We basically Uber wherever we go. Apartment is near the city and all the touristy places. It cost us less than 10USD to travel anywhere. 


We will def choose this place again if we visit SF.",San Francisco,0
Upscale Private Ensuite Bed & Bath,"This was an extremely nice place, located in a really fabulous neighbourhood with plenty of parks and restaurants to explore. The room was spacious, very open and clean and perfect for two people. There were great amenities in the room, including a mini fridge, TV, cutlery and cups as well as other helpful guides. The bathroom is stunning and extremely clean with many amenities provided too. It is a close drive from major sights like Fisherman’s Wharf but you can walk it too. Do recommend this beautiful stay which is perfect for short or long trips and Jeff is a fantastic and very accommodating host! He is prompt with responses and helpful in ensuring a pleasant trip. We will definitely be returning!",San Francisco,0
